date,state,district,market,crop_type,arrivals_quintals,min_price_rs_quintal,max_price_rs_quintal,modal_price_rs_quintal
2024-12-05,Maharashtra,Hingoli,Hingoli,TURMERIC,120,11700,13600,12650
2024-12-04,Maharashtra,Hingoli,Hingoli,TURMERIC,155,11300,13700,12500
2024-12-03,Maharashtra,Hingoli,Hingoli,TURMERIC,203.1,11610,14002.5,12806
2024-12-02,Maharashtra,Hingoli,Hingoli,TURMERIC,145,11500,13500,12500
2024-11-29,Maharashtra,Hingoli,Hingoli,TURMERIC,100.7,11800,15500,13650
2024-11-28,Maharashtra,Hingoli,Hingoli,TURMERIC,136.2,12100,14500,13300
2024-11-27,Maharashtra,Hingoli,Hingoli,TURMERIC,188.1,11500,14300,12900
2024-11-26,Maharashtra,Hingoli,Hingoli,TURMERIC,269.5,10802.5,14000,12401
2024-11-25,Maharashtra,Hingoli,Hingoli,TURMERIC,308.4,10275,13050,11912.5
2024-11-22,Maharashtra,Hingoli,Hingoli,TURMERIC,180,13050,14100,13575
2024-11-21,Maharashtra,Hingoli,Hingoli,TURMERIC,148.9,11550,14932.5,13241
2024-11-13,Maharashtra,Hingoli,Hingoli,TURMERIC,127,11250,13000,12125
2024-11-12,Maharashtra,Hingoli,Hingoli,TURMERIC,95,11450,13700,12575
2024-11-11,Maharashtra,Hingoli,Hingoli,TURMERIC,215.7,11150,14150,12650
2024-11-08,Maharashtra,Hingoli,Hingoli,TURMERIC,170,11675,14102.5,12888.5
2024-11-07,Maharashtra,Hingoli,Hingoli,TURMERIC,50,11300,13500,12400
2024-11-06,Maharashtra,Hingoli,Hingoli,TURMERIC,60,11500,13800,12650
2024-11-05,Maharashtra,Hingoli,Hingoli,TURMERIC,116.9,10850,13645,12247.5
2024-11-04,Maharashtra,Hingoli,Hingoli,TURMERIC,80,11100,13220,12160
2024-10-28,Maharashtra,Hingoli,Hingoli,TURMERIC,2.4,11000,12300,11950
2024-10-25,Maharashtra,Hingoli,Hingoli,TURMERIC,296.9,10900,13283.333333333334,12175
2024-10-24,Maharashtra,Hingoli,Hingoli,TURMERIC,154.5,11100,13200,12150
2024-10-23,Maharashtra,Hingoli,Hingoli,TURMERIC,178.5,10650,13175,11437.5
2024-10-22,Maharashtra,Hingoli,Hingoli,TURMERIC,180.75,11940.5,15100,13807.5
2024-10-21,Maharashtra,Hingoli,Hingoli,TURMERIC,297,11066.666666666666,13973.333333333334,12486.666666666666
2024-10-18,Maharashtra,Hingoli,Hingoli,TURMERIC,195.3,11260.5,13245,12285
2024-10-17,Maharashtra,Hingoli,Hingoli,TURMERIC,135,11500,13500,12500
2024-10-16,Maharashtra,Hingoli,Hingoli,TURMERIC,152.5,11650,13200,12600
2024-10-14,Maharashtra,Hingoli,Hingoli,TURMERIC,115,10650,13400,12200
2024-10-11,Maharashtra,Hingoli,Hingoli,TURMERIC,60,11000,13000,12000
2024-10-10,Maharashtra,Hingoli,Hingoli,TURMERIC,100.5,11000,13155,12077
2024-10-09,Maharashtra,Hingoli,Hingoli,TURMERIC,105.6,11350,13350,12200
2024-10-04,Maharashtra,Hingoli,Hingoli,TURMERIC,104.9,10852.5,14350,12526
2024-10-02,Maharashtra,Hingoli,Hingoli,TURMERIC,7.9,11200,13300,12100
2024-09-30,Maharashtra,Hingoli,Hingoli,TURMERIC,20.4,11750,13652.5,12676
2024-09-28,Maharashtra,Hingoli,Hingoli,TURMERIC,190.5,12500,14200,13350
2024-09-27,Maharashtra,Hingoli,Hingoli,TURMERIC,426.8,11993.333333333334,14293.333333333334,13010
2024-09-26,Maharashtra,Hingoli,Hingoli,TURMERIC,240.1,10900,14452.5,12676
2024-09-25,Maharashtra,Hingoli,Hingoli,TURMERIC,193.1,11775,14025.5,12775
2024-09-24,Maharashtra,Hingoli,Hingoli,TURMERIC,205,12100,14300,13200
2024-09-23,Maharashtra,Hingoli,Hingoli,TURMERIC,207.5,11662.5,13977.5,12945
2024-09-21,Maharashtra,Hingoli,Hingoli,TURMERIC,165.1,12100,14300,13200
2024-09-20,Maharashtra,Hingoli,Hingoli,TURMERIC,244.93,12051.75,14643.75,13474.5
2024-09-19,Maharashtra,Hingoli,Hingoli,TURMERIC,190,12005,14000,13002
2024-09-18,Maharashtra,Hingoli,Hingoli,TURMERIC,188.68,11496.666666666666,13966.666666666666,12898.666666666666
2024-09-16,Maharashtra,Hingoli,Hingoli,TURMERIC,2,11000,13200,12000
2024-09-14,Maharashtra,Hingoli,Hingoli,TURMERIC,9.11,12500,14300,13615
2024-09-13,Maharashtra,Hingoli,Hingoli,TURMERIC,203.2,11700,13962.5,12725
2024-09-12,Maharashtra,Hingoli,Hingoli,TURMERIC,60,11800,13981,12890
2024-09-10,Maharashtra,Hingoli,Hingoli,TURMERIC,159.79999999999998,12200,14222.5,13211
2024-09-09,Maharashtra,Hingoli,Hingoli,TURMERIC,312.20000000000005,12366.666666666666,14746.666666666666,13373.333333333334
2024-09-06,Maharashtra,Hingoli,Hingoli,TURMERIC,208.2,11750,14225.5,13237.5
2024-09-05,Maharashtra,Hingoli,Hingoli,TURMERIC,153.58,12550,14500,13572
2024-09-04,Maharashtra,Hingoli,Hingoli,TURMERIC,192.4,11796.666666666666,14600,13165
2024-08-30,Maharashtra,Hingoli,Hingoli,TURMERIC,207.6,11340,13700,12420
2024-08-29,Maharashtra,Hingoli,Hingoli,TURMERIC,241.2,10750,14000,12375
2024-08-28,Maharashtra,Hingoli,Hingoli,TURMERIC,305.9,10700,13276.25,11963
2024-08-27,Maharashtra,Hingoli,Hingoli,TURMERIC,8.5,12000,13000,12500
2024-08-24,Maharashtra,Hingoli,Hingoli,TURMERIC,4.09,13500,15500,14357
2024-08-23,Maharashtra,Hingoli,Hingoli,TURMERIC,192.8,11025,13075,11900
2024-08-22,Maharashtra,Hingoli,Hingoli,TURMERIC,296.29999999999995,11750,14195,12972.5
2024-08-21,Maharashtra,Hingoli,Hingoli,TURMERIC,251.5,11100,13800,12450
2024-08-20,Maharashtra,Hingoli,Hingoli,TURMERIC,284.01,12312.5,14772.5,13413
2024-08-19,Maharashtra,Hingoli,Hingoli,TURMERIC,0.99,12500,14900,13347
2024-08-16,Maharashtra,Hingoli,Hingoli,TURMERIC,263.39,12241.666666666666,14373.333333333334,13300.333333333334
2024-08-15,Maharashtra,Hingoli,Hingoli,TURMERIC,0.56,13500,15800,14410
2024-08-14,Maharashtra,Hingoli,Hingoli,TURMERIC,293.64,12408.333333333334,14650,13578.666666666666
2024-08-13,Maharashtra,Hingoli,Hingoli,TURMERIC,290,12300,14600,13450
2024-08-09,Maharashtra,Hingoli,Hingoli,TURMERIC,106.2,11900,14450,13425
2024-08-07,Maharashtra,Hingoli,Hingoli,TURMERIC,197.76,12616.666666666666,15008.333333333334,13350
2024-08-06,Maharashtra,Hingoli,Hingoli,TURMERIC,64.33,11250,16200,13475.5
2024-08-05,Maharashtra,Hingoli,Hingoli,TURMERIC,312.8,12537.5,15425,13766.75
2024-07-31,Maharashtra,Hingoli,Hingoli,TURMERIC,,11200,14500,13500
2024-07-30,Maharashtra,Hingoli,Hingoli,TURMERIC,,11950,15900,13925
2024-07-29,Maharashtra,Hingoli,Hingoli,TURMERIC,,12400,15500,14313.5
2024-07-26,Maharashtra,Hingoli,Hingoli,TURMERIC,,13000,15850,14476
2024-07-25,Maharashtra,Hingoli,Hingoli,TURMERIC,,12400,17000,14700
2024-07-24,Maharashtra,Hingoli,Hingoli,TURMERIC,,11850,15100,13550
2024-07-22,Maharashtra,Hingoli,Hingoli,TURMERIC,,12500,15650,14062.75
2024-07-20,Maharashtra,Hingoli,Hingoli,TURMERIC,,13500,16000,14818
2024-07-19,Maharashtra,Hingoli,Hingoli,TURMERIC,,13300,15800,14532.5
2024-07-18,Maharashtra,Hingoli,Hingoli,TURMERIC,,13500,15500,14984
2024-07-17,Maharashtra,Hingoli,Hingoli,TURMERIC,,12500,16000,14837
2024-07-15,Maharashtra,Hingoli,Hingoli,TURMERIC,,11766.666666666666,15500,13633.333333333334
2024-07-13,Maharashtra,Hingoli,Hingoli,TURMERIC,,13600,15600,14600
2024-07-12,Maharashtra,Hingoli,Hingoli,TURMERIC,,12333.333333333334,15566.666666666666,13682.666666666666
2024-07-10,Maharashtra,Hingoli,Hingoli,TURMERIC,,13066.666666666666,15761.666666666666,14468.333333333334
2024-07-09,Maharashtra,Hingoli,Hingoli,TURMERIC,,12250,14750,13962.5
2024-07-08,Maharashtra,Hingoli,Hingoli,TURMERIC,,13145,14862.5,13948
2024-07-05,Maharashtra,Hingoli,Hingoli,TURMERIC,,12250,15900,13859
2024-07-03,Maharashtra,Hingoli,Hingoli,TURMERIC,,12500,15100,13800
2024-07-02,Maharashtra,Hingoli,Hingoli,TURMERIC,,12395,16625,14510
2024-07-01,Maharashtra,Hingoli,Hingoli,TURMERIC,,12766.666666666666,15700,14235.333333333334
2024-06-30,Maharashtra,Hingoli,Hingoli,TURMERIC,,13000,15000,14000
2024-06-29,Maharashtra,Hingoli,Hingoli,TURMERIC,,13500,16705,15873.5
2024-06-28,Maharashtra,Hingoli,Hingoli,TURMERIC,,11000,15700,13660
2024-06-27,Maharashtra,Hingoli,Hingoli,TURMERIC,,12627.5,15950,14334.5
2024-06-26,Maharashtra,Hingoli,Hingoli,TURMERIC,,13750,16150,14481
2024-06-25,Maharashtra,Hingoli,Hingoli,TURMERIC,,12500,14750,13500
2024-06-24,Maharashtra,Hingoli,Hingoli,TURMERIC,,12950,15150,14050
2024-06-21,Maharashtra,Hingoli,Hingoli,TURMERIC,,14090,16250,15070.5
2024-06-19,Maharashtra,Hingoli,Hingoli,TURMERIC,,12791.666666666666,15761.666666666666,14897.333333333334
2024-06-18,Maharashtra,Hingoli,Hingoli,TURMERIC,,14500,16800,15485
2024-06-17,Maharashtra,Hingoli,Hingoli,TURMERIC,,12750,15650,14315.5
2024-06-15,Maharashtra,Hingoli,Hingoli,TURMERIC,,11000,16000,14500
2024-06-14,Maharashtra,Hingoli,Hingoli,TURMERIC,,13766.666666666666,15766.666666666666,14609.666666666666
2024-06-13,Maharashtra,Hingoli,Hingoli,TURMERIC,,14500,16300,15269
2024-06-12,Maharashtra,Hingoli,Hingoli,TURMERIC,,14050,16000,14843
2024-06-11,Maharashtra,Hingoli,Hingoli,TURMERIC,,14800,16070,15425
2024-06-10,Maharashtra,Hingoli,Hingoli,TURMERIC,,12740,15916,14380.4
2024-06-09,Maharashtra,Hingoli,Hingoli,TURMERIC,,13000,15000,14000
2024-06-08,Maharashtra,Hingoli,Hingoli,TURMERIC,,13033.333333333334,15933.333333333334,14610.333333333334
2024-06-07,Maharashtra,Hingoli,Hingoli,TURMERIC,,12825,15912.5,14196.25
2024-06-06,Maharashtra,Hingoli,Hingoli,TURMERIC,,14600,16100,8101.5
2024-06-05,Maharashtra,Hingoli,Hingoli,TURMERIC,,12933.333333333334,16216.666666666666,14581.333333333334
2024-06-04,Maharashtra,Hingoli,Hingoli,TURMERIC,,14650,16700,15666.5
2024-06-03,Maharashtra,Hingoli,Hingoli,TURMERIC,,14650,16150,8361.5
2024-06-02,Maharashtra,Hingoli,Hingoli,TURMERIC,,13000,15000,14000
2024-06-01,Maharashtra,Hingoli,Hingoli,TURMERIC,,14252.5,16075,11544
2024-05-31,Maharashtra,Hingoli,Hingoli,TURMERIC,402.70000000000005,13830,16200,12325.6
2024-05-30,Maharashtra,Hingoli,Hingoli,TURMERIC,132.35,14166.666666666666,15833.333333333334,10239.666666666666
2024-05-29,Maharashtra,Hingoli,Hingoli,TURMERIC,272.36,14525,16950,11851.25
2024-05-28,Maharashtra,Hingoli,Hingoli,TURMERIC,34.04,14800,16300,8227
2024-05-27,Maharashtra,Hingoli,Hingoli,TURMERIC,622.8,14810,16611,12601.8
2024-05-25,Maharashtra,Hingoli,Hingoli,TURMERIC,112.57,14416.666666666666,16066.666666666666,10231
2024-05-24,Maharashtra,Hingoli,Hingoli,TURMERIC,706.0999999999999,14455.833333333334,16377,12863.333333333334
2024-05-23,Maharashtra,Hingoli,Hingoli,TURMERIC,69.84,14700,16350,7687.5
2024-05-22,Maharashtra,Hingoli,Hingoli,TURMERIC,385.00000000000006,13800,16275,10983.25
2024-05-21,Maharashtra,Hingoli,Hingoli,TURMERIC,46.06,14800,16100,15169
2024-05-20,Maharashtra,Hingoli,Hingoli,TURMERIC,340.3,13550,15850,11225.75
2024-05-18,Maharashtra,Hingoli,Hingoli,TURMERIC,66.23,14350,15200,7652
2024-05-17,Maharashtra,Hingoli,Hingoli,TURMERIC,133.87,13566.666666666666,15866.666666666666,9872
2024-05-16,Maharashtra,Hingoli,Hingoli,TURMERIC,73.6,14350,15800,7798
2024-05-15,Maharashtra,Hingoli,Hingoli,TURMERIC,106.48,13466.666666666666,15800,10054.666666666666
2024-05-14,Maharashtra,Hingoli,Hingoli,TURMERIC,203.04,13500,15731.666666666666,10160
2024-05-13,Maharashtra,Hingoli,Hingoli,TURMERIC,290.75,13448.75,16073.75,11216.75
2024-05-11,Maharashtra,Hingoli,Hingoli,TURMERIC,317.09000000000003,14466.666666666666,15913.333333333334,10416.333333333334
2024-05-10,Maharashtra,Hingoli,Hingoli,TURMERIC,221.87,14198.75,16145,11720.75
2024-05-09,Maharashtra,Hingoli,Hingoli,TURMERIC,505.97,14490,16256,12538
2024-05-08,Maharashtra,Hingoli,Hingoli,TURMERIC,76.39,14900,17000,15913
2024-05-07,Maharashtra,Hingoli,Hingoli,TURMERIC,208.26,13700,17000,15463.5
2024-05-06,Maharashtra,Hingoli,Hingoli,TURMERIC,624.23,10913.75,16777.5,15306
2024-05-04,Maharashtra,Hingoli,Hingoli,TURMERIC,395.41,14475,17070,12175.75
2024-05-03,Maharashtra,Hingoli,Hingoli,TURMERIC,665.5799999999999,14320,17081,12656
2024-05-02,Maharashtra,Hingoli,Hingoli,TURMERIC,52.12,14950,16352.5,8048
2024-05-01,Maharashtra,Hingoli,Hingoli,TURMERIC,89.75,14650,16551.25,11633
2024-04-30,Maharashtra,Hingoli,Hingoli,TURMERIC,153.63000000000002,15158.333333333334,16126.666666666666,10475
2024-04-29,Maharashtra,Hingoli,Hingoli,TURMERIC,772.5700000000002,14450,17311,12702.8
2024-04-27,Maharashtra,Hingoli,Hingoli,TURMERIC,87.3,14350,16550,7858
2024-04-25,Maharashtra,Hingoli,Hingoli,TURMERIC,219.78,13200,17035,10531
2024-04-24,Maharashtra,Hingoli,Hingoli,TURMERIC,206.70999999999998,13700,16866.666666666668,10584
2024-04-23,Maharashtra,Hingoli,Hingoli,TURMERIC,97,14400,16150,8025
2024-04-22,Maharashtra,Hingoli,Hingoli,TURMERIC,194.82999999999998,13968.333333333334,16966.666666666668,10512.666666666666
2024-04-20,Maharashtra,Hingoli,Hingoli,TURMERIC,43.56,14200,15950,7572
2024-04-19,Maharashtra,Hingoli,Hingoli,TURMERIC,562.6099999999999,13900,16950,11624.5
2024-04-18,Maharashtra,Hingoli,Hingoli,TURMERIC,126.97,13500,16050,7588.5
2024-04-17,Maharashtra,Hingoli,Hingoli,TURMERIC,73.53,13650,15500,7390
2024-04-16,Maharashtra,Hingoli,Hingoli,TURMERIC,75.64,12600,15550,7140
2024-04-15,Maharashtra,Hingoli,Hingoli,TURMERIC,544.81,11760,15200,10896.2
2024-04-13,Maharashtra,Hingoli,Hingoli,TURMERIC,114.83,12550,14500,7398
2024-04-08,Maharashtra,Hingoli,Hingoli,TURMERIC,64.36,13500,17885,15435
2024-04-06,Maharashtra,Hingoli,Hingoli,TURMERIC,25.99,13500,17885,15342
2024-04-05,Maharashtra,Hingoli,Hingoli,TURMERIC,429.2,14097.5,17038.75,11684.5
2024-04-04,Maharashtra,Hingoli,Hingoli,TURMERIC,57.620000000000005,13702.5,15850,7389.5
2024-04-03,Maharashtra,Hingoli,Hingoli,TURMERIC,,13451.25,15612.5,10666
2024-04-02,Maharashtra,Hingoli,Hingoli,TURMERIC,,13852.5,16000,7375.5
2024-04-01,Maharashtra,Hingoli,Hingoli,TURMERIC,,11000,14000,12000
2024-03-30,Maharashtra,Hingoli,Hingoli,TURMERIC,93.2,13820,17405,15950
2024-03-27,Maharashtra,Hingoli,Hingoli,TURMERIC,45.2,10000,18505,14252
2024-03-26,Maharashtra,Hingoli,Hingoli,TURMERIC,3.2,11500,14500,12500
2024-03-23,Maharashtra,Hingoli,Hingoli,TURMERIC,29.1,13000,19900,15690
2024-03-22,Maharashtra,Hingoli,Hingoli,TURMERIC,98.8,10502.5,16650,13451
2024-03-21,Maharashtra,Hingoli,Hingoli,TURMERIC,10.66,13352.5,14955,7794
2024-03-20,Maharashtra,Hingoli,Hingoli,TURMERIC,190,16000,19000,17500
2024-03-19,Maharashtra,Hingoli,Hingoli,TURMERIC,169.4,8000,17505,12752
2024-03-18,Maharashtra,Hingoli,Hingoli,TURMERIC,394,12500,17602.5,15051
2024-03-16,Maharashtra,Hingoli,Hingoli,TURMERIC,57.9,11445,17245,14745
2024-03-15,Maharashtra,Hingoli,Hingoli,TURMERIC,342.3,13050,18800,15925
2024-03-13,Maharashtra,Hingoli,Hingoli,TURMERIC,250,16500,18100,17300
2024-03-12,Maharashtra,Hingoli,Hingoli,TURMERIC,107.6,12000,21600,16800
2024-03-11,Maharashtra,Hingoli,Hingoli,TURMERIC,130,15100,18350,16725
2024-03-07,Maharashtra,Hingoli,Hingoli,TURMERIC,110.6,12150,15050,13807.5
2024-03-04,Maharashtra,Hingoli,Hingoli,TURMERIC,90.9,11750,14500,13375
2024-03-02,Maharashtra,Hingoli,Hingoli,TURMERIC,3.1,13000,14500,13700
2024-03-01,Maharashtra,Hingoli,Hingoli,TURMERIC,110,13100,15200,14150
2024-02-29,Maharashtra,Hingoli,Hingoli,TURMERIC,100,12900,15000,13950
2024-02-28,Maharashtra,Hingoli,Hingoli,TURMERIC,117.7,7000,15390,11195
2024-02-23,Maharashtra,Hingoli,Hingoli,TURMERIC,208,10650,13800,12225
2024-02-21,Maharashtra,Hingoli,Hingoli,TURMERIC,176,10645,14210,12427.5
2024-02-20,Maharashtra,Hingoli,Hingoli,TURMERIC,113,8505,15000,11752
2024-02-16,Maharashtra,Hingoli,Hingoli,TURMERIC,190,11990,14005,12997
2024-02-14,Maharashtra,Hingoli,Hingoli,TURMERIC,100,11500,13900,12700
2024-02-12,Maharashtra,Hingoli,Hingoli,TURMERIC,287,10175,13975,12075
2024-02-07,Maharashtra,Hingoli,Hingoli,TURMERIC,150,12000,14120,13060
2024-02-05,Maharashtra,Hingoli,Hingoli,TURMERIC,80,12300,14130,13215
2024-02-02,Maharashtra,Hingoli,Hingoli,TURMERIC,200,10500,14412.5,12456
2024-02-01,Maharashtra,Hingoli,Hingoli,TURMERIC,111,9500,16500,13000
2024-01-31,Maharashtra,Hingoli,Hingoli,TURMERIC,100,11500,14100,12800
2024-01-29,Maharashtra,Hingoli,Hingoli,TURMERIC,320,11000,13600,12300
2024-01-24,Maharashtra,Hingoli,Hingoli,TURMERIC,268,10350,14475.5,12412.5
2024-01-23,Maharashtra,Hingoli,Hingoli,TURMERIC,61,8505,15000,11752
2024-01-19,Maharashtra,Hingoli,Hingoli,TURMERIC,220,9880,11680,10780
2024-01-18,Maharashtra,Hingoli,Hingoli,TURMERIC,173,9705,14276,11990
2024-01-17,Maharashtra,Hingoli,Hingoli,TURMERIC,120,9880,11780,10830
2024-01-15,Maharashtra,Hingoli,Hingoli,TURMERIC,94,7005,13700,10352
2024-01-12,Maharashtra,Hingoli,Hingoli,TURMERIC,125,9999,11990,10994
2024-01-10,Maharashtra,Hingoli,Hingoli,TURMERIC,80,10000,11900,10950
2024-01-08,Maharashtra,Hingoli,Hingoli,TURMERIC,60,10100,12300,11200
2024-01-05,Maharashtra,Hingoli,Hingoli,TURMERIC,150,10275,12675,11475
2024-01-04,Maharashtra,Hingoli,Hingoli,TURMERIC,88,8000,16000,12000
2024-01-03,Maharashtra,Hingoli,Hingoli,TURMERIC,120,9890,11555,10722
2024-01-01,Maharashtra,Hingoli,Hingoli,TURMERIC,164,9352.5,13347.5,11349.5
2023-12-29,Maharashtra,Hingoli,Hingoli,TURMERIC,283,9472.5,13610,11541
2023-12-27,Maharashtra,Hingoli,Hingoli,TURMERIC,280,10500,12900,11700
2023-12-26,Maharashtra,Hingoli,Hingoli,TURMERIC,128,7500,15000,11250
2023-12-22,Maharashtra,Hingoli,Hingoli,TURMERIC,250,10500,12700,11600
2023-12-20,Maharashtra,Hingoli,Hingoli,TURMERIC,65,11000,13100,12050
2023-12-18,Maharashtra,Hingoli,Hingoli,TURMERIC,80,11300,13400,12350
2023-12-15,Maharashtra,Hingoli,Hingoli,TURMERIC,85,11100,13000,12050
2023-12-14,Maharashtra,Hingoli,Hingoli,TURMERIC,,9300,14010,11655
2023-12-13,Maharashtra,Hingoli,Hingoli,TURMERIC,,10500,12800,11650
2023-12-11,Maharashtra,Hingoli,Hingoli,TURMERIC,,11100,13300,12200
2023-12-08,Maharashtra,Hingoli,Hingoli,TURMERIC,,9250,12817.5,11033.5
2023-12-06,Maharashtra,Hingoli,Hingoli,TURMERIC,,10600,12300,11450
2023-12-04,Maharashtra,Hingoli,Hingoli,TURMERIC,,9847.5,12750,11298.5
2023-12-01,Maharashtra,Hingoli,Hingoli,TURMERIC,,12000,12400,0
2023-11-29,Maharashtra,Hingoli,Hingoli,TURMERIC,110.12,8400,9790,6095
2023-11-24,Maharashtra,Hingoli,Hingoli,TURMERIC,341,9250,13100,11175
2023-11-22,Maharashtra,Hingoli,Hingoli,TURMERIC,290,11000,13100,12050
2023-11-21,Maharashtra,Hingoli,Hingoli,TURMERIC,51,7900,13570,10735
2023-11-17,Maharashtra,Hingoli,Hingoli,TURMERIC,80,9100,12612.5,10856
2023-11-16,Maharashtra,Hingoli,Hingoli,TURMERIC,100,10300,12500,11400
2023-11-08,Maharashtra,Hingoli,Hingoli,TURMERIC,93,10600,12725,11662
2023-11-06,Maharashtra,Hingoli,Hingoli,TURMERIC,113.11,7341.666666666667,9860,7400.666666666667
2023-11-03,Maharashtra,Hingoli,Hingoli,TURMERIC,107,9295,12800,11047.5
2023-11-01,Maharashtra,Hingoli,Hingoli,TURMERIC,65,10300,12130,11215
2023-10-30,Maharashtra,Hingoli,Hingoli,TURMERIC,45,10500,12000,11250
2023-10-27,Maharashtra,Hingoli,Hingoli,TURMERIC,134,8950,13350,11150
2023-10-25,Maharashtra,Hingoli,Hingoli,TURMERIC,261,9250,14175,11712.5
2023-10-20,Maharashtra,Hingoli,Hingoli,TURMERIC,95,9700,12675,11187.5
2023-10-19,Maharashtra,Hingoli,Hingoli,TURMERIC,55,10600,12650,11625
2023-10-18,Maharashtra,Hingoli,Hingoli,TURMERIC,83.89,9650,10852.5,5501
2023-10-17,Maharashtra,Hingoli,Hingoli,TURMERIC,90,10200,12100,11150
2023-10-16,Maharashtra,Hingoli,Hingoli,TURMERIC,101,9750,11307.5,10528.5
2023-10-14,Maharashtra,Hingoli,Hingoli,TURMERIC,0.16,7800,8200,0
2023-10-13,Maharashtra,Hingoli,Hingoli,TURMERIC,90,11100,13000,12050
2023-10-12,Maharashtra,Hingoli,Hingoli,TURMERIC,133,9050,12352.5,10701.5
2023-10-11,Maharashtra,Hingoli,Hingoli,TURMERIC,69,11000,13050,12025
2023-10-10,Maharashtra,Hingoli,Hingoli,TURMERIC,110,11000,12950,11975
2023-10-09,Maharashtra,Hingoli,Hingoli,TURMERIC,233,9552.5,12250,10901
2023-10-06,Maharashtra,Hingoli,Hingoli,TURMERIC,226,9102.5,13275,11188.5
2023-10-05,Maharashtra,Hingoli,Hingoli,TURMERIC,150,10990,12900,11945
2023-10-04,Maharashtra,Hingoli,Hingoli,TURMERIC,160,10600,13100,11850
2023-10-03,Maharashtra,Hingoli,Hingoli,TURMERIC,180,10800,12850,11825
2023-09-29,Maharashtra,Hingoli,Hingoli,TURMERIC,54.89,8100,15000,14429
2023-09-27,Maharashtra,Hingoli,Hingoli,TURMERIC,112.21000000000001,9550,13275,12733
2023-09-26,Maharashtra,Hingoli,Hingoli,TURMERIC,93.9,9550,13300,12282.5
2023-09-25,Maharashtra,Hingoli,Hingoli,TURMERIC,80,12090,13580,12835
2023-09-23,Maharashtra,Hingoli,Hingoli,TURMERIC,0.02,11000,11000,11000
2023-09-18,Maharashtra,Hingoli,Hingoli,TURMERIC,180,11600,13205,12402
2023-09-16,Maharashtra,Hingoli,Hingoli,TURMERIC,9.44,8100,12000,11004
2023-09-15,Maharashtra,Hingoli,Hingoli,TURMERIC,4.14,8100,12000,11858
2023-09-13,Maharashtra,Hingoli,Hingoli,TURMERIC,107.87,9033.333333333334,11283.333333333334,10466.666666666666
2023-09-12,Maharashtra,Hingoli,Hingoli,TURMERIC,117.57,9558.333333333334,13781.666666666666,11495
2023-09-11,Maharashtra,Hingoli,Hingoli,TURMERIC,310.74,9791.666666666666,13851.666666666666,12042.333333333334
2023-09-09,Maharashtra,Hingoli,Hingoli,TURMERIC,6.98,8875,14000,12756
2023-09-08,Maharashtra,Hingoli,Hingoli,TURMERIC,223,11101.25,14293.75,12697.5
2023-09-06,Maharashtra,Hingoli,Hingoli,TURMERIC,95.39,10458.333333333334,13211.666666666666,11997.666666666666
2023-09-05,Maharashtra,Hingoli,Hingoli,TURMERIC,181,12200,13800,13000
2023-09-01,Maharashtra,Hingoli,Hingoli,TURMERIC,206,11333.333333333334,13883.333333333334,12525
2023-08-31,Maharashtra,Hingoli,Hingoli,TURMERIC,370,10333.333333333334,13265,11965.666666666666
2023-08-30,Maharashtra,Hingoli,Hingoli,TURMERIC,5.4399999999999995,9500,12750,10750
2023-08-29,Maharashtra,Hingoli,Hingoli,TURMERIC,384.04,10866.666666666666,15108.333333333334,13443.333333333334
2023-08-28,Maharashtra,Hingoli,Hingoli,TURMERIC,35.739999999999995,10000,13850,12758.5
2023-08-26,Maharashtra,Hingoli,Hingoli,TURMERIC,60,13900,15000,14450
2023-08-25,Maharashtra,Hingoli,Hingoli,TURMERIC,313.03,10880,14380,10836.4
2023-08-24,Maharashtra,Hingoli,Hingoli,TURMERIC,151.47,11550,15750,12452
2023-08-23,Maharashtra,Hingoli,Hingoli,TURMERIC,9.17,9500,14500,11938.5
2023-08-22,Maharashtra,Hingoli,Hingoli,TURMERIC,1.69,9000,16000,10650
2023-08-21,Maharashtra,Hingoli,Hingoli,TURMERIC,7,9500,13000,11000
2023-08-19,Maharashtra,Hingoli,Hingoli,TURMERIC,154.16,10500,15500,14131
2023-08-18,Maharashtra,Hingoli,Hingoli,TURMERIC,353.61,10100,15051.25,12842.5
2023-08-17,Maharashtra,Hingoli,Hingoli,TURMERIC,243.94,10525,15775,13901
2023-08-14,Maharashtra,Hingoli,Hingoli,TURMERIC,259.61,10868.5,14947.5,13089.333333333334
2023-08-12,Maharashtra,Hingoli,Hingoli,TURMERIC,3.57,10200,24000,14248
2023-08-11,Maharashtra,Hingoli,Hingoli,TURMERIC,356.7,12820,18680,14965.6
2023-08-10,Maharashtra,Hingoli,Hingoli,TURMERIC,255.16,11637.75,17175,10327.25
2023-08-09,Maharashtra,Hingoli,Hingoli,TURMERIC,622.1,11081,19020,12339
2023-08-08,Maharashtra,Hingoli,Hingoli,TURMERIC,527.4100000000001,12450,19200,12722
2023-08-07,Maharashtra,Hingoli,Hingoli,TURMERIC,398.91,10282.8,15020,10223.2
2023-08-05,Maharashtra,Hingoli,Hingoli,TURMERIC,122.55,10763.333333333334,18466.666666666668,9518.333333333334
2023-08-04,Maharashtra,Hingoli,Hingoli,TURMERIC,542.99,12041,19160,11938.8
2023-08-03,Maharashtra,Hingoli,Hingoli,TURMERIC,244.75,11875,16025,13654
2023-08-02,Maharashtra,Hingoli,Hingoli,TURMERIC,255,11000,15125,13066.75
