date,state,district,market,crop_type,arrivals_quintals,min_price_rs_quintal,max_price_rs_quintal,modal_price_rs_quintal
2022-04-19,Telangana,Nizamabad,Nizamabad,TURMERIC,1005.3,4503,8010,6779
2022-04-18,Telangana,Nizamabad,Nizamabad,TURMERIC,1556.4,4527,8139.5,6865
2022-04-12,Telangana,Nizamabad,Nizamabad,TURMERIC,899.8,4505.5,8438.5,6728.5
2022-04-11,Telangana,Nizamabad,Nizamabad,TURMERIC,1836.4,4513.5,8515,7287.5
2022-04-08,Telangana,Nizamabad,Nizamabad,TURMERIC,841.6,4500,8233.5,6907.5
2022-04-07,Telangana,Nizamabad,Nizamabad,TURMERIC,201.3,4510.5,8329,7062
2022-04-06,Telangana,Nizamabad,Nizamabad,TURMERIC,2331.2,4500,8165,6938.5
2022-04-04,Telangana,Nizamabad,Nizamabad,TURMERIC,2526.2,4503,8625.5,6906
2022-03-24,Telangana,Nizamabad,Nizamabad,TURMERIC,1385.3,4500,7523,5889
2022-03-23,Telangana,Nizamabad,Nizamabad,TURMERIC,1542.4,4500,7694.5,6004
2022-03-22,Telangana,Nizamabad,Nizamabad,TURMERIC,1587.5,4500,7483,6029
2022-03-21,Telangana,Nizamabad,Nizamabad,TURMERIC,2957.3,4500,7679.5,6227
2022-03-16,Telangana,Nizamabad,Nizamabad,TURMERIC,80.1,4500,6500,4753
2022-03-15,Telangana,Nizamabad,Nizamabad,TURMERIC,1161.6,4500,7388.5,6129.5
2022-03-14,Telangana,Nizamabad,Nizamabad,TURMERIC,2190.7,4500.5,7939,6405
2022-03-12,Telangana,Nizamabad,Nizamabad,TURMERIC,50.1,4500,6932,4625.5
2022-03-11,Telangana,Nizamabad,Nizamabad,TURMERIC,1159.6,4500.5,7563,6224
2022-03-10,Telangana,Nizamabad,Nizamabad,TURMERIC,1266.9,4502.5,8019.5,6276.5
2022-03-09,Telangana,Nizamabad,Nizamabad,TURMERIC,1272,4500,8309.5,6304
2022-03-08,Telangana,Nizamabad,Nizamabad,TURMERIC,1324.1,4504.5,7846,6366
2022-03-07,Telangana,Nizamabad,Nizamabad,TURMERIC,2471.6,4500.5,8174,6555
2022-03-04,Telangana,Nizamabad,Nizamabad,TURMERIC,924.2,4504.5,7988,6459.5
2022-03-03,Telangana,Nizamabad,Nizamabad,TURMERIC,1721.9,4503,8156,6661
2022-02-25,Telangana,Nizamabad,Nizamabad,TURMERIC,1127.3,4500.5,8027.5,6040.5
2022-02-24,Telangana,Nizamabad,Nizamabad,TURMERIC,1214.1,4500,7963,6102.5
2022-02-23,Telangana,Nizamabad,Nizamabad,TURMERIC,1231.5,4500,8040,6096
2022-02-22,Telangana,Nizamabad,Nizamabad,TURMERIC,1122.4,4500,8093.5,5960
2022-02-21,Telangana,Nizamabad,Nizamabad,TURMERIC,1576.5,4500,8021.5,5725
2022-02-18,Telangana,Nizamabad,Nizamabad,TURMERIC,712,4500,7424,5119.5
2022-02-17,Telangana,Nizamabad,Nizamabad,TURMERIC,757,4500,6984.5,4983
2022-02-16,Telangana,Nizamabad,Nizamabad,TURMERIC,852.4,4500,7182.5,5078
2022-02-15,Telangana,Nizamabad,Nizamabad,TURMERIC,769,4509,7313.5,5315
2022-02-14,Telangana,Nizamabad,Nizamabad,TURMERIC,1347.2,4500,7683.5,5494
2022-02-11,Telangana,Nizamabad,Nizamabad,TURMERIC,660.9,4750,7347,5451
2022-02-10,Telangana,Nizamabad,Nizamabad,TURMERIC,860.1,4750,7680,5630
2022-02-09,Telangana,Nizamabad,Nizamabad,TURMERIC,1958.8,4750,7815.5,5677.5
2022-02-04,Telangana,Nizamabad,Nizamabad,TURMERIC,596.7,4750,7515,5618.5
2022-02-03,Telangana,Nizamabad,Nizamabad,TURMERIC,422.8,4750,7389,5685.5
2022-02-02,Telangana,Nizamabad,Nizamabad,TURMERIC,580.2,4750,7654,5945
2022-01-31,Telangana,Nizamabad,Nizamabad,TURMERIC,393.8,4755.5,7570.5,5827
2022-01-28,Telangana,Nizamabad,Nizamabad,TURMERIC,177.3,6102.5,8501,6690.5
2022-01-27,Telangana,Nizamabad,Nizamabad,TURMERIC,176,6596,8295.5,7703
2022-01-25,Telangana,Nizamabad,Nizamabad,TURMERIC,92,7124,8443,7566.5
2022-01-24,Telangana,Nizamabad,Nizamabad,TURMERIC,236.7,4927.5,9048.5,8409
2022-01-21,Telangana,Nizamabad,Nizamabad,TURMERIC,102,6113.5,9203.5,7844.5
2022-01-20,Telangana,Nizamabad,Nizamabad,TURMERIC,99.6,6130.5,9105.5,8642.5
2022-01-19,Telangana,Nizamabad,Nizamabad,TURMERIC,101.1,5282.5,8608.5,7151
2022-01-18,Telangana,Nizamabad,Nizamabad,TURMERIC,107.6,5947.5,8528.5,7625
2022-01-17,Telangana,Nizamabad,Nizamabad,TURMERIC,64.7,5968,8254.5,7655
2022-01-12,Telangana,Nizamabad,Nizamabad,TURMERIC,40.7,5203.5,8052.5,6637.5
2022-01-11,Telangana,Nizamabad,Nizamabad,TURMERIC,105.5,5727,8469.5,7505
2022-01-10,Telangana,Nizamabad,Nizamabad,TURMERIC,156.9,4984.5,8814,7157.5
2022-01-07,Telangana,Nizamabad,Nizamabad,TURMERIC,73.6,5525.5,8210,7086.5
2022-01-06,Telangana,Nizamabad,Nizamabad,TURMERIC,100.6,5230.5,8464,7558
2022-01-05,Telangana,Nizamabad,Nizamabad,TURMERIC,162.9,5912,8790,7824
2022-01-04,Telangana,Nizamabad,Nizamabad,TURMERIC,123.3,5283,8377.5,7532.5
2022-01-03,Telangana,Nizamabad,Nizamabad,TURMERIC,100.3,5445,8560.5,7665.5
